sample,elapsed_ms,output_x,output_v
1,23.36382493376732,0.168784,-9.423016
2,27.106902096420527,0.168784,-9.423016
3,27.957956306636333,0.168784,-9.423016
4,27.89221564307809,0.168784,-9.423016
5,28.74298905953765,0.168784,-9.423016
6,47.418802976608276,0.168784,-9.423016
7,23.34173582494259,0.168784,-9.423016
8,23.68255564942956,0.168784,-9.423016
9,26.609668973833323,0.168784,-9.423016
10,48.210366163402796,0.168784,-9.423016
