sample,elapsed_ms,output_x,output_v
1,49.217105843126774,0.168784,-9.423016
2,29.323449824005365,0.168784,-9.423016
3,27.754110749810934,0.168784,-9.423016
4,27.15932810679078,0.168784,-9.423016
5,24.373251013457775,0.168784,-9.423016
6,29.616292100399733,0.168784,-9.423016
7,27.93703181669116,0.168784,-9.423016
8,27.92234206572175,0.168784,-9.423016
9,24.557183030992746,0.168784,-9.423016
10,24.549901951104403,0.168784,-9.423016
11,24.276860989630222,0.168784,-9.423016
12,24.451601784676313,0.168784,-9.423016
13,24.368581362068653,0.168784,-9.423016
14,24.473141878843307,0.168784,-9.423016
15,24.186329916119576,0.168784,-9.423016
16,24.247671011835337,0.168784,-9.423016
17,25.968701113015413,0.168784,-9.423016
18,44.71330111846328,0.168784,-9.423016
19,24.51409213244915,0.168784,-9.423016
20,23.88749783858657,0.168784,-9.423016
21,26.435164269059896,0.168784,-9.423016
22,23.951679933816195,0.168784,-9.423016
23,25.845610070973635,0.168784,-9.423016
24,23.78201810643077,0.168784,-9.423016
25,26.309532579034567,0.168784,-9.423016
26,23.24259513989091,0.168784,-9.423016
27,22.174168843775988,0.168784,-9.423016
28,27.19800779595971,0.168784,-9.423016
29,22.823651786893606,0.168784,-9.423016
30,22.667752113193274,0.168784,-9.423016
31,25.96059115603566,0.168784,-9.423016
32,23.278825916349888,0.168784,-9.423016
33,22.160018794238567,0.168784,-9.423016
34,22.207509260624647,0.168784,-9.423016
35,22.25512871518731,0.168784,-9.423016
36,22.11417816579342,0.168784,-9.423016
37,22.0588487572968,0.168784,-9.423016
38,22.514481097459793,0.168784,-9.423016
39,26.7106955870986,0.168784,-9.423016
40,24.450971744954586,0.168784,-9.423016
41,27.028457261621952,0.168784,-9.423016
42,25.319517124444246,0.168784,-9.423016
43,26.80883603170514,0.168784,-9.423016
44,24.642053991556168,0.168784,-9.423016
45,22.29065028950572,0.168784,-9.423016
46,24.49640166014433,0.168784,-9.423016
47,24.88609403371811,0.168784,-9.423016
48,28.065403923392296,0.168784,-9.423016
49,23.712507914751768,0.168784,-9.423016
50,22.303389851003885,0.168784,-9.423016
51,22.620250936597586,0.168784,-9.423016
52,22.073847707360983,0.168784,-9.423016
53,22.33049040660262,0.168784,-9.423016
54,22.42709044367075,0.168784,-9.423016
55,23.702427744865417,0.168784,-9.423016
56,22.768062073737383,0.168784,-9.423016
57,22.72540284320712,0.168784,-9.423016
58,26.285402942448854,0.168784,-9.423016
59,27.79070194810629,0.168784,-9.423016
60,27.98706293106079,0.168784,-9.423016
61,24.00251990184188,0.168784,-9.423016
62,24.207960814237595,0.168784,-9.423016
63,23.40542571619153,0.168784,-9.423016
64,23.447996005415916,0.168784,-9.423016
65,23.41091586276889,0.168784,-9.423016
66,23.504687007516623,0.168784,-9.423016
67,23.449746891856194,0.168784,-9.423016
68,29.272770043462515,0.168784,-9.423016
69,28.73981697484851,0.168784,-9.423016
70,27.64305006712675,0.168784,-9.423016
71,24.97316524386406,0.168784,-9.423016
72,23.563706781715155,0.168784,-9.423016
73,23.52534607052803,0.168784,-9.423016
74,23.61611695960164,0.168784,-9.423016
75,23.946819826960564,0.168784,-9.423016
76,24.533981923013926,0.168784,-9.423016
77,24.66387301683426,0.168784,-9.423016
78,24.11627070978284,0.168784,-9.423016
79,24.02264019474387,0.168784,-9.423016
80,23.25962483882904,0.168784,-9.423016
81,24.96207505464554,0.168784,-9.423016
82,23.767837788909674,0.168784,-9.423016
83,24.459772277623415,0.168784,-9.423016
84,23.9049787633121,0.168784,-9.423016
85,23.587436880916357,0.168784,-9.423016
86,24.152251426130533,0.168784,-9.423016
87,23.47656711935997,0.168784,-9.423016
88,28.092393185943365,0.168784,-9.423016
89,25.39974730461836,0.168784,-9.423016
90,26.639244984835386,0.168784,-9.423016
91,25.420308113098145,0.168784,-9.423016
92,23.445935919880867,0.168784,-9.423016
93,23.51245703175664,0.168784,-9.423016
94,26.640255004167557,0.168784,-9.423016
95,27.396819088608027,0.168784,-9.423016
96,26.71563485637307,0.168784,-9.423016
97,26.609585154801607,0.168784,-9.423016
98,22.784121800214052,0.168784,-9.423016
99,22.93229289352894,0.168784,-9.423016
100,23.675978183746338,0.168784,-9.423016
